timestamp,side,mean_joint_error_rad,ee_pos_error_m,j1_orig,j2_orig,j3_orig,j4_orig,j5_orig,jg_orig,j1_sol,j2_sol,j3_sol,j4_sol,j5_sol,jg_sol
1772536795366884473,left,0.454189,0.032898,-0.0391,-1.1208,1.4876,-0.3452,-0.0115,0.4358,-0.0405,-1.4737,0.8158,-0.0268,-0.0105,-0.9439
1772536795368782053,right,0.755232,0.002154,-0.1312,-0.1151,0.2823,-0.5616,-0.0836,0.5424,-0.1303,-0.3014,-0.1133,-0.3519,-0.0820,-3.1949
1772536795383239595,left,0.449918,0.032795,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0394,-1.4931,0.8331,-0.0115,-0.0057,-0.9486
1772536795385130922,right,0.714342,0.004303,-0.1297,-0.0806,0.0752,-0.5317,-0.0852,0.5524,-0.1259,-0.2143,-0.1866,-0.4016,-0.0844,-3.2036
1772536795386756432,left,0.455982,0.033101,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0411,-1.4765,0.8161,-0.0283,-0.0091,-0.9501
1772536795388631707,right,0.759004,0.002907,-0.1312,-0.1059,0.2731,-0.5600,-0.0836,0.5424,-0.1323,-0.2971,-0.1251,-0.3495,-0.0850,-3.2091
1772536795403388119,left,0.450504,0.032910,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0392,-1.4950,0.8333,-0.0117,-0.0072,-0.9517
1772536795405231912,right,0.718578,0.004557,-0.1297,-0.0713,0.0660,-0.5317,-0.0852,0.5524,-0.1254,-0.2078,-0.2001,-0.4000,-0.0825,-3.2180
1772536795406996982,left,0.456445,0.033164,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0405,-1.4776,0.8153,-0.0293,-0.0096,-0.9532
1772536795408955230,right,0.762418,0.003079,-0.1312,-0.0936,0.2608,-0.5600,-0.0836,0.5424,-0.1311,-0.2874,-0.1423,-0.3511,-0.0820,-3.2245
1772536795423711718,left,0.451278,0.032993,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0389,-1.4962,0.8328,-0.0125,-0.0076,-0.9548
1772536795425590027,right,0.721293,0.004399,-0.1312,-0.0637,0.0537,-0.5317,-0.0852,0.5524,-0.1287,-0.1988,-0.2131,-0.3957,-0.0865,-3.2336
1772536795427242141,left,0.456634,0.033203,-0.0391,-1.1208,1.4876,-0.3437,-0.0115,0.4358,-0.0408,-1.4792,0.8151,-0.0298,-0.0101,-0.9563
1772536795429065934,right,0.764568,0.003008,-0.1312,-0.0844,0.2470,-0.5585,-0.0836,0.5424,-0.1301,-0.2564,-0.1535,-0.3305,-0.0819,-3.2417
1772536795443355049,left,0.451991,0.033071,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0389,-1.4974,0.8321,-0.0134,-0.0079,-0.9579
1772536795445179568,right,0.724001,0.003615,-0.1312,-0.0529,0.0430,-0.5317,-0.0852,0.5524,-0.1284,-0.1799,-0.2250,-0.3878,-0.0848,-3.2497
1772536795446824545,left,0.457476,0.033252,-0.0391,-1.1208,1.4876,-0.3452,-0.0115,0.4358,-0.0408,-1.4799,0.8140,-0.0311,-0.0103,-0.9595
1772536795448734709,right,0.767606,0.002843,-0.1297,-0.0767,0.2317,-0.5585,-0.0836,0.5424,-0.1268,-0.2618,-0.1688,-0.3436,-0.0809,-3.2572
1772536795463288640,left,0.453166,0.033187,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0393,-1.4991,0.8312,-0.0157,-0.0057,-0.9645
1772536795465103899,right,0.727173,0.004789,-0.1312,-0.0437,0.0307,-0.5301,-0.0852,0.5524,-0.1296,-0.1817,-0.2399,-0.3956,-0.0855,-3.2656
1772536795466688664,left,0.459200,0.033446,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0410,-1.4824,0.8141,-0.0325,-0.0093,-0.9660
1772536795468869590,right,0.770847,0.003818,-0.1297,-0.0644,0.2163,-0.5585,-0.0836,0.5424,-0.1268,-0.2582,-0.1864,-0.3515,-0.0809,-3.2736
1772536795483243550,left,0.453791,0.033304,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0392,-1.5009,0.8314,-0.0157,-0.0073,-0.9676
1772536795484959535,right,0.731962,0.004945,-0.1312,-0.0345,0.0184,-0.5317,-0.0852,0.5524,-0.1299,-0.1720,-0.2515,-0.3865,-0.0842,-3.2846
1772536795486719188,left,0.459752,0.033513,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0407,-1.4835,0.8135,-0.0332,-0.0098,-0.9692
1772536795488593074,right,0.773903,0.003723,-0.1312,-0.0568,0.1995,-0.5585,-0.0836,0.5439,-0.1291,-0.2467,-0.2021,-0.3478,-0.0815,-3.2931
1772536795503209651,left,0.454564,0.033380,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0389,-1.5020,0.8308,-0.0165,-0.0077,-0.9708
1772536795505024884,right,0.731357,0.003890,-0.1297,-0.0253,0.0077,-0.5317,-0.0852,0.5524,-0.1287,-0.1418,-0.2585,-0.3819,-0.0824,-3.2998
1772536795506622209,left,0.460367,0.033584,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0405,-1.4847,0.8130,-0.0339,-0.0100,-0.9723
1772536795508537560,right,0.772841,0.003477,-0.1312,-0.0506,0.1872,-0.5585,-0.0836,0.5424,-0.1291,-0.2270,-0.2048,-0.3454,-0.0802,-3.3078
1772536795523492236,left,0.455760,0.033498,-0.0376,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0372,-1.5037,0.8296,-0.0188,-0.0063,-0.9774
1772536795525425665,right,0.734583,0.004108,-0.1297,-0.0161,-0.0061,-0.5347,-0.0852,0.5524,-0.1250,-0.1379,-0.2709,-0.3901,-0.0815,-3.3157
1772536795527013454,left,0.461626,0.033738,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0405,-1.4872,0.8126,-0.0355,-0.0104,-0.9790
1772536795528996711,right,0.774098,0.003649,-0.1312,-0.0399,0.1718,-0.5585,-0.0836,0.5439,-0.1317,-0.2178,-0.2168,-0.3489,-0.0828,-3.3231
1772536795543706635,left,0.456673,0.033612,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0387,-1.5053,0.8296,-0.0189,-0.0082,-0.9806
1772536795545464870,right,0.736871,0.004760,-0.1281,-0.0069,-0.0199,-0.5347,-0.0852,0.5524,-0.1257,-0.1382,-0.2853,-0.3984,-0.0867,-3.3319
1772536795547024912,left,0.462285,0.033797,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0404,-1.4881,0.8118,-0.0363,-0.0104,-0.9821
1772536795548960895,right,0.776847,0.004253,-0.1297,-0.0292,0.1565,-0.5585,-0.0836,0.5424,-0.1301,-0.2134,-0.2329,-0.3566,-0.0810,-3.3401
1772536795565622372,left,0.457388,0.033691,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0386,-1.5065,0.8290,-0.0195,-0.0082,-0.9837
1772536795566066284,right,0.736923,0.004328,-0.1266,0.0008,-0.0322,-0.5363,-0.0867,0.5524,-0.1253,-0.1061,-0.2894,-0.3807,-0.0869,-3.3482
1772536795567484190,left,0.462995,0.033869,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0404,-1.4893,0.8113,-0.0368,-0.0104,-0.9853
1772536795569550860,right,0.777485,0.004062,-0.1297,-0.0199,0.1442,-0.5570,-0.0836,0.5439,-0.1296,-0.1909,-0.2375,-0.3484,-0.0806,-3.3567
1772536795583413009,left,0.458099,0.033770,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0387,-1.5076,0.8285,-0.0201,-0.0083,-0.9869
1772536795585173621,right,0.736950,0.004360,-0.1235,0.0115,-0.0445,-0.5393,-0.0867,0.5524,-0.1242,-0.0935,-0.2954,-0.3909,-0.0877,-3.3632
1772536795586970816,left,0.463911,0.033934,-0.0376,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0397,-1.4903,0.8107,-0.0375,-0.0100,-0.9885
1772536795588890964,right,0.776650,0.004047,-0.1297,-0.0107,0.1304,-0.5570,-0.0821,0.5424,-0.1299,-0.1780,-0.2408,-0.3533,-0.0781,-3.3711
1772536795603376727,left,0.458859,0.033861,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0384,-1.5088,0.8281,-0.0205,-0.0081,-0.9901
1772536795605347773,right,0.740757,0.004627,-0.1204,0.0222,-0.0583,-0.5424,-0.0867,0.5524,-0.1168,-0.0988,-0.3118,-0.4090,-0.0856,-3.3795
1772536795606868875,left,0.464403,0.034012,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0403,-1.4915,0.8103,-0.0379,-0.0105,-0.9917
1772536795608697439,right,0.778984,0.004612,-0.1281,-0.0031,0.1166,-0.5570,-0.0836,0.5424,-0.1301,-0.1790,-0.2520,-0.3589,-0.0854,-3.3850
1772536795623461813,left,0.459538,0.033924,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0386,-1.5097,0.8274,-0.0212,-0.0083,-0.9933
1772536795625303684,right,0.743382,0.005373,-0.1189,0.0299,-0.0706,-0.5439,-0.0867,0.5524,-0.1199,-0.0996,-0.3294,-0.4244,-0.0945,-3.3913
1772536795626905346,left,0.465125,0.034080,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0405,-1.4926,0.8097,-0.0385,-0.0106,-0.9948
1772536795628851373,right,0.781465,0.006226,-0.1281,0.0077,0.1013,-0.5570,-0.0836,0.5424,-0.1273,-0.1812,-0.2693,-0.3742,-0.0790,-3.3988
1772536795645452305,left,0.460732,0.034002,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0396,-1.5109,0.8266,-0.0227,-0.0055,-1.0000
1772536795646571804,right,0.746285,0.006831,-0.1174,0.0422,-0.0844,-0.5470,-0.0867,0.5524,-0.1176,-0.1007,-0.3471,-0.4395,-0.0936,-3.4051
1772536795648377628,left,0.466915,0.034163,-0.0376,-1.1193,1.4876,-0.3452,-0.0115,0.4358,-0.0409,-1.4929,0.8083,-0.0405,-0.0083,-1.0016
1772536795650441795,right,0.782440,0.008265,-0.1266,0.0184,0.0829,-0.5570,-0.0852,0.5439,-0.1273,-0.1815,-0.2850,-0.3861,-0.0856,-3.4110
1772536795663475726,left,0.453132,0.030933,-0.0376,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0406,-1.4606,0.8505,0.0043,-0.0081,-0.9993
1772536795665130092,right,0.749406,0.006814,-0.1158,0.0529,-0.0997,-0.5516,-0.0867,0.5524,-0.1119,-0.0863,-0.3571,-0.4289,-0.0869,-3.4208
1772536795666721956,left,0.458089,0.031460,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0398,-1.4439,0.8332,-0.0132,-0.0113,-1.0010
1772536795668808635,right,0.784783,0.007156,-0.1250,0.0261,0.0690,-0.5570,-0.0852,0.5439,-0.1262,-0.1649,-0.2973,-0.3783,-0.0866,-3.4260
1772536795683695274,left,0.453569,0.031080,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0396,-1.4636,0.8500,0.0010,-0.0063,-1.0047
1772536795685260572,right,0.752187,0.007399,-0.1158,0.0637,-0.1151,-0.5562,-0.0867,0.5524,-0.1175,-0.0813,-0.3782,-0.4465,-0.0954,-3.4325
1772536795686820904,left,0.459178,0.031496,-0.0391,-1.1208,1.4876,-0.3452,-0.0115,0.4358,-0.0404,-1.4464,0.8323,-0.0167,-0.0088,-1.0060
1772536795724717040,left,0.454167,0.031175,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0391,-1.4660,0.8502,0.0001,-0.0074,-1.0077
1772536795726250908,right,0.748632,0.008142,-0.1128,0.0867,-0.1473,-0.5639,-0.0867,0.5524,-0.1187,-0.0575,-0.3992,-0.4628,-0.0885,-3.4346
1772536795727815148,left,0.460372,0.031653,-0.0376,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0400,-1.4492,0.8327,-0.0173,-0.0093,-1.0091
1772536795729655461,right,0.783511,0.009243,-0.1220,0.0522,0.0307,-0.5570,-0.0852,0.5439,-0.1229,-0.1466,-0.3260,-0.3974,-0.0864,-3.4400
1772536795743432586,left,0.454867,0.031264,-0.0376,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0381,-1.4676,0.8495,-0.0014,-0.0073,-1.0107
1772536795745175576,right,0.745023,0.005090,-0.1112,0.0974,-0.1626,-0.5685,-0.0867,0.5524,-0.1121,-0.0069,-0.3968,-0.4377,-0.0874,-3.4470
1772536795748954322,left,0.460897,0.031731,-0.0376,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0395,-1.4511,0.8323,-0.0186,-0.0096,-1.0122
1772536795750904929,right,0.781665,0.005567,-0.1204,0.0614,0.0215,-0.5585,-0.0852,0.5439,-0.1210,-0.1022,-0.3236,-0.3756,-0.0861,-3.4530
1772536795763737543,left,0.456061,0.031461,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0396,-1.4710,0.8477,-0.0052,-0.0060,-1.0160
1772536795765428448,right,0.748417,0.005819,-0.1112,0.1097,-0.1826,-0.5762,-0.0867,0.5524,-0.1165,-0.0054,-0.4184,-0.4581,-0.0910,-3.4596
1772536795767052747,left,0.461792,0.031828,-0.0391,-1.1208,1.4876,-0.3452,-0.0115,0.4358,-0.0408,-1.4543,0.8306,-0.0223,-0.0089,-1.0174
1772536795768961138,right,0.785082,0.007028,-0.1189,0.0706,0.0123,-0.5600,-0.0852,0.5424,-0.1182,-0.1080,-0.3357,-0.3862,-0.0845,-3.4663
1772536795783637869,left,0.456686,0.031574,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0392,-1.4736,0.8483,-0.0055,-0.0073,-1.0190
1772536795785470321,right,0.750652,0.006748,-0.1112,0.1220,-0.2025,-0.5838,-0.0867,0.5524,-0.1160,-0.0025,-0.4387,-0.4753,-0.0908,-3.4734
1772536795787323420,left,0.462758,0.031977,-0.0376,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0394,-1.4561,0.8303,-0.0234,-0.0089,-1.0205
1772536795789250079,right,0.789079,0.008757,-0.1174,0.0844,0.0000,-0.5616,-0.0852,0.5439,-0.1196,-0.1075,-0.3527,-0.3990,-0.0866,-3.4797
1772536795804280939,left,0.457349,0.031665,-0.0376,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0378,-1.4752,0.8479,-0.0067,-0.0072,-1.0221
1772536795807853780,right,0.753510,0.007881,-0.1097,0.1327,-0.2194,-0.5884,-0.0867,0.5524,-0.1159,-0.0004,-0.4567,-0.4881,-0.0914,-3.4871
1772536795809756741,left,0.463403,0.032066,-0.0376,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0394,-1.4583,0.8304,-0.0241,-0.0096,-1.0236
1772536795811889104,right,0.791313,0.010079,-0.1174,0.0982,-0.0184,-0.5677,-0.0852,0.5424,-0.1191,-0.1016,-0.3723,-0.4124,-0.0869,-3.4931
1772536795823476617,left,0.458641,0.031857,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0396,-1.4782,0.8458,-0.0105,-0.0059,-1.0275
1772536795825314843,right,0.755697,0.008780,-0.1097,0.1435,-0.2378,-0.5946,-0.0867,0.5524,-0.1159,0.0045,-0.4751,-0.5001,-0.0912,-3.5005
1772536795827163135,left,0.464770,0.032257,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0411,-1.4621,0.8293,-0.0269,-0.0090,-1.0289
1772536795829111545,right,0.794826,0.010998,-0.1158,0.1089,-0.0322,-0.5754,-0.0852,0.5439,-0.1170,-0.0970,-0.3894,-0.4228,-0.0867,-3.5066
1772536795843326231,left,0.459255,0.031981,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0393,-1.4806,0.8464,-0.0105,-0.0072,-1.0305
1772536795845202753,right,0.757863,0.009747,-0.1097,0.1573,-0.2593,-0.6022,-0.0867,0.5524,-0.1159,0.0127,-0.4960,-0.5137,-0.0914,-3.5142
1772536795847001358,left,0.465169,0.032313,-0.0391,-1.1193,1.4876,-0.3452,-0.0115,0.4358,-0.0410,-1.4626,0.8278,-0.0289,-0.0097,-1.0321
1772536795849024204,right,0.797489,0.011676,-0.1143,0.1197,-0.0522,-0.5846,-0.0852,0.5439,-0.1176,-0.0893,-0.4095,-0.4355,-0.0873,-3.5202
1772536795863278010,left,0.460026,0.032068,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0393,-1.4820,0.8456,-0.0118,-0.0077,-1.0337
1772536795864992393,right,0.761740,0.008685,-0.1082,0.1680,-0.2777,-0.6114,-0.0882,0.5524,-0.0978,0.0343,-0.5130,-0.5104,-0.0816,-3.5310
1772536795866617253,left,0.465958,0.032420,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0409,-1.4652,0.8283,-0.0290,-0.0100,-1.0352
1772536795868402587,right,0.799178,0.010316,-0.1143,0.1320,-0.0721,-0.5938,-0.0836,0.5424,-0.1138,-0.0658,-0.4275,-0.4332,-0.0816,-3.5364
1772536795883530764,left,0.460720,0.032162,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0390,-1.4836,0.8452,-0.0128,-0.0078,-1.0368
1772536795885174126,right,0.763441,0.007271,-0.1082,0.1803,-0.2961,-0.6176,-0.0867,0.5524,-0.0971,0.0651,-0.5275,-0.5023,-0.0788,-3.5474
1772536795886959304,left,0.466587,0.032499,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0408,-1.4667,0.8278,-0.0300,-0.0101,-1.0383
1772536795888858190,right,0.801005,0.008594,-0.1128,0.1427,-0.0890,-0.5999,-0.0836,0.5439,-0.1119,-0.0380,-0.4377,-0.4218,-0.0829,-3.5530
1772536795903246472,left,0.461436,0.032252,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0389,-1.4850,0.8447,-0.0137,-0.0079,-1.0399
1772536795905246700,right,0.763166,0.007293,-0.1082,0.1880,-0.3130,-0.6252,-0.0867,0.5524,-0.1123,0.0703,-0.5434,-0.5147,-0.0909,-3.5597
1772536795906968464,left,0.466898,0.032500,-0.0391,-1.1208,1.4876,-0.3452,-0.0115,0.4358,-0.0407,-1.4676,0.8267,-0.0315,-0.0102,-1.0414
1772536795944936789,left,0.462153,0.032342,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0389,-1.4864,0.8441,-0.0147,-0.0081,-1.0431
1772536795946851014,right,0.760905,0.007290,-0.1082,0.2110,-0.3483,-0.6467,-0.0867,0.5524,-0.1133,0.0977,-0.5694,-0.5383,-0.0906,-3.5613
1772536795948339752,left,0.467915,0.032659,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0407,-1.4696,0.8267,-0.0319,-0.0104,-1.0446
1772536795950176165,right,0.799734,0.009513,-0.1128,0.1718,-0.1396,-0.6229,-0.0852,0.5439,-0.1122,-0.0086,-0.4787,-0.4588,-0.0870,-3.5684
1772536795963341944,left,0.462858,0.032434,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0388,-1.4879,0.8437,-0.0156,-0.0081,-1.0462
1772536795965111408,right,0.764182,0.007871,-0.1082,0.2171,-0.3606,-0.6544,-0.0882,0.5524,-0.1139,0.0985,-0.5837,-0.5511,-0.0950,-3.5751
1772536795967094421,left,0.468252,0.032660,-0.0391,-1.1208,1.4876,-0.3452,-0.0115,0.4358,-0.0406,-1.4705,0.8257,-0.0333,-0.0104,-1.0477
1772536795968946424,right,0.803827,0.010614,-0.1128,0.1780,-0.1504,-0.6260,-0.0852,0.5439,-0.1172,-0.0106,-0.4915,-0.4695,-0.0917,-3.5817
1772536795983800645,left,0.463944,0.032559,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0394,-1.4898,0.8430,-0.0180,-0.0057,-1.0525
1772536795985494598,right,0.769389,0.008813,-0.1066,0.2263,-0.3728,-0.6651,-0.0867,0.5508,-0.1183,0.1006,-0.6006,-0.5649,-0.0981,-3.5888
1772536795987371166,left,0.469997,0.032859,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0411,-1.4732,0.8259,-0.0348,-0.0092,-1.0540
1772536795989319325,right,0.807571,0.011600,-0.1128,0.1887,-0.1657,-0.6352,-0.0836,0.5439,-0.1189,-0.0065,-0.5093,-0.4837,-0.0933,-3.5953
1772536796003475407,left,0.464534,0.032675,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0392,-1.4916,0.8432,-0.0182,-0.0072,-1.0556
1772536796005338192,right,0.772292,0.009752,-0.1066,0.2340,-0.3851,-0.6682,-0.0882,0.5508,-0.1190,0.1004,-0.6141,-0.5750,-0.1008,-3.6023
1772536796006778250,left,0.470477,0.032922,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0406,-1.4742,0.8253,-0.0358,-0.0096,-1.0571
1772536796008659129,right,0.811283,0.012156,-0.1128,0.1995,-0.1811,-0.6490,-0.0852,0.5439,-0.1204,0.0008,-0.5277,-0.4976,-0.0963,-3.6083
1772536796023350826,left,0.465302,0.032755,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0389,-1.4928,0.8426,-0.0190,-0.0077,-1.0587
1772536796025191170,right,0.775963,0.010557,-0.1082,0.2401,-0.3928,-0.6728,-0.0882,0.5508,-0.1220,0.1000,-0.6249,-0.5823,-0.1017,-3.6148
1772536796026809724,left,0.470833,0.032933,-0.0391,-1.1208,1.4876,-0.3452,-0.0115,0.4358,-0.0408,-1.4752,0.8245,-0.0368,-0.0101,-1.0603
1772536796028767885,right,0.814912,0.012515,-0.1112,0.2102,-0.1964,-0.6644,-0.0836,0.5424,-0.1214,0.0099,-0.5460,-0.5113,-0.0974,-3.6203
1772536796043345271,left,0.466488,0.032857,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0392,-1.4943,0.8418,-0.0214,-0.0057,-1.0655
1772536796045146067,right,0.779094,0.011207,-0.1082,0.2463,-0.4005,-0.6774,-0.0898,0.5493,-0.1215,0.1005,-0.6358,-0.5893,-0.1058,-3.6267
1772536796046707077,left,0.472228,0.033100,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0400,-1.4772,0.8246,-0.0383,-0.0097,-1.0670
1772536796084363204,left,0.467244,0.032965,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0386,-1.4959,0.8421,-0.0213,-0.0078,-1.0686
1772536796086122982,right,0.778496,0.010683,-0.1082,0.2570,-0.4173,-0.6943,-0.0898,0.5478,-0.1239,0.1180,-0.6521,-0.6034,-0.1042,-3.6283
1772536796087706473,left,0.472964,0.033188,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0406,-1.4787,0.8243,-0.0387,-0.0103,-1.0702
1772536796126244562,left,0.467917,0.033034,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0388,-1.4969,0.8414,-0.0222,-0.0081,-1.0718
1772536796127964342,right,0.777622,0.010206,-0.1082,0.2647,-0.4250,-0.7035,-0.0928,0.5447,-0.1198,0.1299,-0.6624,-0.6122,-0.1087,-3.6300
1772536796129596193,left,0.473443,0.033164,-0.0376,-1.1208,1.4876,-0.3452,-0.0115,0.4358,-0.0396,-1.4790,0.8230,-0.0402,-0.0097,-1.0734
1772536796131384841,right,0.814664,0.012704,-0.1112,0.2332,-0.2470,-0.6905,-0.0852,0.5439,-0.1255,0.0404,-0.5837,-0.5418,-0.1013,-3.6355
1772536796143004398,left,0.468705,0.033126,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0384,-1.4982,0.8410,-0.0228,-0.0080,-1.0750
1772536796144767044,right,0.782369,0.011202,-0.1082,0.2677,-0.4281,-0.7081,-0.0959,0.5432,-0.1247,0.1239,-0.6676,-0.6146,-0.1118,-3.6418
1772536796146434603,left,0.474105,0.033358,-0.0391,-1.1208,1.4891,-0.3437,-0.0115,0.4358,-0.0404,-1.4815,0.8237,-0.0397,-0.0105,-1.0765
1772536796148320218,right,0.818863,0.013508,-0.1112,0.2378,-0.2501,-0.6920,-0.0852,0.5439,-0.1275,0.0385,-0.5912,-0.5457,-0.1044,-3.6471
1772536796163281198,left,0.469371,0.033198,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0385,-1.4993,0.8404,-0.0234,-0.0081,-1.0781
1772536796165022722,right,0.786078,0.011644,-0.1082,0.2693,-0.4296,-0.7112,-0.0959,0.5401,-0.1258,0.1213,-0.6742,-0.6176,-0.1151,-3.6534
1772536796166717965,left,0.474789,0.033427,-0.0391,-1.1208,1.4891,-0.3437,-0.0115,0.4358,-0.0404,-1.4826,0.8232,-0.0403,-0.0105,-1.0796
1772536796168586651,right,0.822809,0.014136,-0.1112,0.2455,-0.2562,-0.6981,-0.0852,0.5439,-0.1290,0.0411,-0.6020,-0.5523,-0.1058,-3.6586
1772536796183202928,left,0.470044,0.033273,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0386,-1.5003,0.8399,-0.0241,-0.0082,-1.0812
1772536796184911513,right,0.788339,0.011898,-0.1097,0.2723,-0.4327,-0.7158,-0.0990,0.5355,-0.1269,0.1214,-0.6823,-0.6217,-0.1170,-3.6648
1772536796186780548,left,0.475628,0.033460,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0403,-1.4831,0.8221,-0.0414,-0.0104,-1.0827
1772536796188670920,right,0.825863,0.014243,-0.1112,0.2516,-0.2639,-0.7089,-0.0852,0.5424,-0.1289,0.0460,-0.6137,-0.5600,-0.1056,-3.6703
1772536796203320998,left,0.470744,0.033349,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0386,-1.5014,0.8393,-0.0247,-0.0082,-1.0843
1772536796205102297,right,0.790151,0.011898,-0.1097,0.2754,-0.4388,-0.7219,-0.1020,0.5340,-0.1254,0.1241,-0.6916,-0.6273,-0.1182,-3.6764
1772536796206734206,left,0.476333,0.033532,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0404,-1.4842,0.8216,-0.0420,-0.0105,-1.0859
1772536796208646259,right,0.813595,0.009436,-0.1112,0.2578,-0.2731,-0.7150,-0.0852,0.5424,-0.1124,0.1130,-0.5961,-0.5368,-0.0863,-3.6909
1772536796223146020,left,0.471445,0.033426,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0386,-1.5025,0.8388,-0.0253,-0.0083,-1.0875
1772536796224977926,right,0.781102,0.007693,-0.1097,0.2785,-0.4404,-0.7265,-0.1020,0.5294,-0.1085,0.1824,-0.6647,-0.5947,-0.1066,-3.6992
1772536796226695057,left,0.477041,0.033603,-0.0391,-1.1208,1.4891,-0.3452,-0.0115,0.4358,-0.0404,-1.4853,0.8210,-0.0426,-0.0105,-1.0891
1772536796228473285,right,0.816417,0.009603,-0.1112,0.2639,-0.2823,-0.7211,-0.0852,0.5409,-0.1069,0.1140,-0.6016,-0.5527,-0.0772,-3.7077
1772536796243419663,left,0.472637,0.033502,-0.0391,-1.1393,1.4853,-0.3122,-0.0069,0.4427,-0.0397,-1.5036,0.8381,-0.0269,-0.0054,-1.0943
