timestamp,side,mean_joint_error_rad,ee_pos_error_m,j1_orig,j2_orig,j3_orig,j4_orig,j5_orig,jg_orig,j1_sol,j2_sol,j3_sol,j4_sol,j5_sol,jg_sol
1772536809186398523,right,1.833008,0.004201,0.7112,-0.9244,0.1059,0.2064,0.2862,-0.5631,0.7104,-1.0568,-0.2134,0.3928,0.2865,-10.9219
1772536809188104578,left,0.717157,0.002290,-0.2232,-1.1208,1.5443,-0.0199,0.0499,0.5155,-0.2184,-1.1282,1.5123,0.0038,0.0486,-3.7181
1772536809190600216,right,2.018513,0.000654,0.7188,-0.8700,0.5155,0.0368,0.2601,-0.1803,0.7236,-1.1777,-0.1611,0.4060,0.2542,-10.9272
1772536809204151463,left,0.734447,0.003454,-0.3567,-1.1423,1.2213,-0.1557,-0.0192,0.5347,-0.3559,-1.1160,1.2878,-0.1949,-0.0234,-3.7349
1772536809206421793,right,1.836259,0.003929,0.7096,-0.9244,0.1074,0.2079,0.2862,-0.5631,0.7059,-1.0611,-0.2142,0.3906,0.2854,-10.9352
1772536809208002458,left,0.729138,0.003535,-0.2478,-1.1208,1.5367,-0.0445,0.0407,0.5171,-0.2438,-1.1337,1.4854,-0.0080,0.0395,-3.7519
1772536809245884682,left,0.732371,0.002842,-0.3936,-1.1408,1.1615,-0.1956,-0.0345,0.5347,-0.3936,-1.1106,1.2077,-0.2131,-0.0354,-3.7647
1772536809247712860,right,1.836002,0.003508,0.7066,-0.9244,0.1105,0.2125,0.2862,-0.5631,0.7066,-1.0657,-0.2107,0.3936,0.2860,-10.9356
1772536809249278603,left,0.744400,0.005439,-0.2954,-1.1208,1.5152,-0.0951,0.0161,0.5171,-0.2953,-1.1542,1.4283,-0.0475,0.0169,-3.7805
1772536809251263670,right,2.022409,0.001233,0.7158,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.7122,-1.1855,-0.1660,0.3947,0.2697,-10.9450
1772536809263096195,left,0.746083,0.003529,-0.4135,-1.1408,1.1385,-0.2156,-0.0499,0.5347,-0.4126,-1.1046,1.2101,-0.2501,-0.0504,-3.7980
1772536809264916569,right,1.839596,0.004572,0.7050,-0.9244,0.1105,0.2125,0.2862,-0.5631,0.7063,-1.0557,-0.2127,0.4029,0.2852,-10.9537
1772536809266499284,left,0.736998,0.003337,-0.3122,-1.1208,1.5029,-0.1105,0.0084,0.5186,-0.3123,-1.1522,1.4577,-0.0959,0.0074,-3.8111
1772536809304178445,left,0.766602,0.005701,-0.4549,-1.1408,1.0848,-0.2770,-0.0974,0.5347,-0.4552,-1.0801,1.2028,-0.3328,-0.0984,-3.8291
1772536809305878873,right,1.840255,0.004036,0.7020,-0.9244,0.1105,0.2140,0.2862,-0.5631,0.7040,-1.0585,-0.2107,0.4045,0.2832,-10.9540
1772536809307542079,left,0.730538,0.000693,-0.3537,-1.1208,1.4538,-0.1580,-0.0100,0.5217,-0.3521,-1.1209,1.4456,-0.1488,-0.0107,-3.8419
1772536809347305156,left,0.771496,0.005192,-0.4764,-1.1408,1.0372,-0.3092,-0.1082,0.5347,-0.4780,-1.0872,1.1541,-0.3735,-0.1057,-3.8553
1772536809349207362,right,1.840398,0.004115,0.7020,-0.9229,0.1120,0.2156,0.2862,-0.5631,0.7043,-1.0579,-0.2115,0.4035,0.2836,-10.9541
1772536809350835327,left,0.752475,0.003228,-0.3782,-1.1208,1.4062,-0.1918,-0.0207,0.5247,-0.3790,-1.1491,1.3500,-0.1633,-0.0189,-3.8746
1772536809389053061,left,0.764640,0.003449,-0.5010,-1.1408,0.9759,-0.3675,-0.1097,0.5347,-0.5005,-1.1095,1.0576,-0.4188,-0.1092,-3.8878
1772536809390779355,right,1.841104,0.003992,0.6989,-0.9214,0.1120,0.2156,0.2862,-0.5631,0.7020,-1.0580,-0.2121,0.4027,0.2816,-10.9543
1772536809392374432,left,0.761910,0.003947,-0.3966,-1.1208,1.3602,-0.2148,-0.0315,0.5263,-0.3982,-1.1473,1.2902,-0.1748,-0.0294,-3.9051
1772536809430558684,left,0.788063,0.004858,-0.5240,-1.1408,0.9221,-0.4043,-0.1097,0.5347,-0.5053,-1.0989,1.0380,-0.4797,-0.1290,-3.9227
1772536809432518758,right,1.842094,0.003822,0.6958,-0.9214,0.1135,0.2156,0.2862,-0.5631,0.7006,-1.0598,-0.2108,0.4037,0.2807,-10.9545
1772536809434253584,left,0.760217,0.002484,-0.4212,-1.1208,1.3218,-0.2424,-0.0514,0.5247,-0.4274,-1.1419,1.2769,-0.2221,-0.0465,-3.9391
1772536809473346507,left,0.802951,0.005289,-0.5409,-1.1408,0.8684,-0.4473,-0.1112,0.5347,-0.5166,-1.0839,1.0076,-0.5282,-0.1374,-3.9555
1772536809475143218,right,1.842800,0.003808,0.6928,-0.9198,0.1151,0.2171,0.2862,-0.5631,0.6987,-1.0599,-0.2112,0.4032,0.2793,-10.9547
1772536809476806262,left,0.762326,0.003053,-0.4519,-1.1208,1.2804,-0.2808,-0.0744,0.5247,-0.4502,-1.1272,1.2402,-0.2526,-0.0752,-3.9720
1772536809515251827,left,0.803746,0.005484,-0.5623,-1.1423,0.8147,-0.4918,-0.1235,0.5347,-0.5547,-1.0664,0.9572,-0.5587,-0.1317,-3.9866
1772536809516867925,right,1.844124,0.003559,0.6912,-0.9168,0.1197,0.2217,0.2877,-0.5631,0.6987,-1.0628,-0.2089,0.4051,0.2803,-10.9549
1772536809518367709,left,0.761239,0.001667,-0.4764,-1.1208,1.2375,-0.3237,-0.0913,0.5247,-0.4771,-1.1378,1.2164,-0.3211,-0.0919,-4.0008
1772536809520278079,right,2.023800,0.001078,0.7081,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.7094,-1.1709,-0.1630,0.4169,0.2583,-10.9589
1772536809523326394,left,0.804913,0.005050,-0.5654,-1.1423,0.8040,-0.4994,-0.1297,0.5347,-0.5692,-1.0712,0.9401,-0.5642,-0.1241,-4.0134
1772536809525104207,right,1.845273,0.003436,0.6912,-0.9168,0.1212,0.2217,0.2862,-0.5631,0.6949,-1.0676,-0.2084,0.3998,0.2805,-10.9669
1772536809526844574,left,0.768642,0.001959,-0.4810,-1.1208,1.2298,-0.3330,-0.0944,0.5247,-0.4820,-1.1415,1.2000,-0.3252,-0.0946,-4.0277
1772536809528703024,right,2.029941,0.001868,0.7081,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.7204,-1.1687,-0.1629,0.4175,0.2440,-10.9722
1772536809543095699,left,0.825897,0.006214,-0.5746,-1.1423,0.7810,-0.5132,-0.1435,0.5347,-0.5594,-1.0546,0.9540,-0.5992,-0.1576,-4.0447
1772536809544996825,right,1.846843,0.004076,0.6912,-0.9152,0.1227,0.2217,0.2877,-0.5631,0.6909,-1.0543,-0.2091,0.4131,0.2870,-10.9808
1772536809546594207,left,0.768129,0.000979,-0.5010,-1.1208,1.2083,-0.3575,-0.0990,0.5247,-0.5006,-1.1313,1.1959,-0.3584,-0.0988,-4.0597
1772536809548450665,right,2.028831,0.000778,0.7066,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.7109,-1.1755,-0.1662,0.4104,0.2583,-10.9847
1772536809563273659,left,0.827155,0.006096,-0.5823,-1.1423,0.7580,-0.5194,-0.1573,0.5332,-0.5845,-1.0537,0.9339,-0.6058,-0.1548,-4.0741
1772536809565249948,right,1.850887,0.003507,0.6912,-0.9152,0.1243,0.2217,0.2862,-0.5631,0.6945,-1.0698,-0.2095,0.4000,0.2809,-10.9932
1772536809566796433,left,0.781501,0.001959,-0.5224,-1.1208,1.1745,-0.3943,-0.1066,0.5247,-0.5227,-1.1423,1.1384,-0.3796,-0.1071,-4.0912
1772536809568664219,right,2.029864,0.000768,0.7035,-0.8700,0.5155,0.0368,0.2601,-0.1803,0.7034,-1.1728,-0.1635,0.4170,0.2596,-10.9969
1772536809583264490,left,0.820885,0.004768,-0.5900,-1.1423,0.7396,-0.5194,-0.1757,0.5317,-0.5899,-1.0849,0.8845,-0.6069,-0.1757,-4.1038
1772536809584895110,right,1.852552,0.004178,0.6912,-0.9137,0.1274,0.2232,0.2862,-0.5631,0.6910,-1.0542,-0.2094,0.4181,0.2862,-11.0061
1772536809586502687,left,0.797317,0.003265,-0.5424,-1.1208,1.1408,-0.4296,-0.1143,0.5247,-0.5427,-1.1572,1.0724,-0.3974,-0.1160,-4.1202
1772536809588426940,right,2.033694,0.001069,0.7020,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.7001,-1.1729,-0.1667,0.4172,0.2635,-11.0101
1772536809603654661,left,0.825238,0.004827,-0.5976,-1.1423,0.7181,-0.5209,-0.1910,0.5301,-0.5996,-1.0676,0.8580,-0.5863,-0.1880,-4.1363
1772536809605292439,right,1.854380,0.003719,0.6897,-0.9137,0.1304,0.2248,0.2862,-0.5631,0.6975,-1.0697,-0.1987,0.4004,0.2789,-11.0135
1772536809606908031,left,0.799817,0.002637,-0.5562,-1.1208,1.1070,-0.4618,-0.1220,0.5247,-0.5577,-1.1452,1.0472,-0.4264,-0.1199,-4.1509
1772536809644552942,left,0.830802,0.004523,-0.6130,-1.1423,0.6767,-0.5209,-0.2294,0.5117,-0.6152,-1.0676,0.8279,-0.5972,-0.2260,-4.1652
1772536809646273308,right,1.854925,0.003683,0.6897,-0.9137,0.1366,0.2294,0.2862,-0.5631,0.6971,-1.0722,-0.1960,0.4033,0.2796,-11.0137
1772536809647835675,left,0.799945,0.002027,-0.5731,-1.1208,1.0426,-0.5063,-0.1450,0.5263,-0.5629,-1.1444,1.0041,-0.4901,-0.1549,-4.1750
1772536809649708701,right,2.034391,0.001565,0.7004,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.6951,-1.1832,-0.1603,0.3975,0.2649,-11.0252
1772536809663602265,left,0.839559,0.005244,-0.6160,-1.1423,0.6598,-0.5194,-0.2463,0.4933,-0.6153,-1.0704,0.8369,-0.6241,-0.2464,-4.1894
1772536809665444702,right,1.854233,0.003764,0.6897,-0.9137,0.1381,0.2294,0.2877,-0.5631,0.6897,-1.0728,-0.1899,0.3987,0.2878,-11.0319
1772536809667147967,left,0.797722,0.001182,-0.5792,-1.1208,1.0180,-0.5186,-0.1542,0.5247,-0.5588,-1.1324,1.0048,-0.5180,-0.1720,-4.1980
1772536809705036985,left,0.848311,0.006199,-0.6206,-1.1439,0.6107,-0.5056,-0.3030,0.4258,-0.6191,-1.0365,0.8339,-0.6201,-0.3054,-4.2151
1772536809706709213,right,1.855100,0.003794,0.6897,-0.9137,0.1427,0.2309,0.2877,-0.5631,0.6896,-1.0746,-0.1881,0.4007,0.2877,-11.0321
1772536809708290952,left,0.810653,0.000711,-0.5946,-1.1208,0.9628,-0.5278,-0.1834,0.5217,-0.5507,-1.1261,0.9492,-0.5263,-0.2336,-4.2277
1772536809710270333,right,2.037361,0.001577,0.6989,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.6898,-1.1800,-0.1551,0.3960,0.2699,-11.0442
1772536809723364913,left,0.843353,0.005588,-0.6252,-1.1439,0.5969,-0.4994,-0.3199,0.4058,-0.6256,-1.0601,0.8019,-0.6212,-0.3179,-4.2414
1772536809725105478,right,1.857443,0.004551,0.6882,-0.9137,0.1458,0.2309,0.2862,-0.5631,0.6855,-1.0784,-0.1806,0.3941,0.2862,-11.0509
1772536809726882319,left,0.811752,0.000453,-0.6007,-1.1208,0.9413,-0.5278,-0.1956,0.5171,-0.5564,-1.1250,0.9358,-0.5276,-0.2420,-4.2529
1772536809764524540,left,0.846812,0.005247,-0.6391,-1.1408,0.5662,-0.4810,-0.3491,0.3936,-0.6400,-1.0436,0.7775,-0.5944,-0.3495,-4.2641
1772536809766359100,right,1.857673,0.004921,0.6882,-0.9122,0.1488,0.2355,0.2877,-0.5631,0.6883,-1.0801,-0.1789,0.3965,0.2888,-11.0514
1772536809767898414,left,0.805285,0.001365,-0.6099,-1.1208,0.8984,-0.5278,-0.2340,0.4879,-0.5822,-1.1302,0.8922,-0.5293,-0.2607,-4.2724
1772536809769794805,right,2.036781,0.000751,0.6974,-0.8700,0.5155,0.0368,0.2601,-0.1803,0.7028,-1.1704,-0.1498,0.4014,0.2585,-11.0637
1772536809782908735,left,0.848382,0.005092,-0.6498,-1.1408,0.5524,-0.4764,-0.3552,0.3936,-0.6500,-1.0424,0.7607,-0.5863,-0.3559,-4.2793
1772536809784828297,right,1.860953,0.003329,0.6882,-0.9122,0.1504,0.2355,0.2877,-0.5631,0.6857,-1.0686,-0.1769,0.4060,0.2899,-11.0699
1772536809786436192,left,0.800122,0.000551,-0.6145,-1.1208,0.8815,-0.5278,-0.2509,0.4741,-0.6033,-1.1219,0.8730,-0.5200,-0.2630,-4.2858
1772536809824066589,left,0.854330,0.005109,-0.6728,-1.1393,0.5217,-0.4764,-0.3567,0.3936,-0.6738,-1.0355,0.7405,-0.5917,-0.3564,-4.2933
1772536809825781335,right,1.861476,0.003435,0.6882,-0.9106,0.1519,0.2355,0.2877,-0.5631,0.6858,-1.0687,-0.1768,0.4061,0.2900,-11.0700
1772536809827530743,left,0.792976,0.000498,-0.6252,-1.1208,0.8416,-0.5278,-0.2923,0.4388,-0.6209,-1.1211,0.8355,-0.5220,-0.2927,-4.3021
1772536809829407254,right,2.041823,0.001671,0.6974,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.6875,-1.1780,-0.1495,0.3909,0.2690,-11.0837
1772536809843437776,left,0.855996,0.004973,-0.6790,-1.1377,0.5109,-0.4764,-0.3567,0.3936,-0.6754,-1.0485,0.7252,-0.5999,-0.3582,-4.3105
1772536809845599822,right,1.869849,0.003509,0.6882,-0.9106,0.1534,0.2355,0.2877,-0.5631,0.6875,-1.0559,-0.1867,0.4301,0.2865,-11.1003
1772536809847390962,left,0.795188,0.000415,-0.6314,-1.1208,0.8263,-0.5278,-0.3076,0.4250,-0.6304,-1.1268,0.8131,-0.5211,-0.3076,-4.3192
1772536809885062388,left,0.859186,0.004600,-0.6958,-1.1331,0.4803,-0.4795,-0.3567,0.3951,-0.6939,-1.0407,0.6966,-0.6007,-0.3564,-4.3277
1772536809886927079,right,1.869925,0.003458,0.6866,-0.9106,0.1534,0.2355,0.2877,-0.5631,0.6876,-1.0562,-0.1865,0.4303,0.2867,-11.1004
1772536809888686599,left,0.792054,0.000302,-0.6498,-1.1208,0.7940,-0.5278,-0.3322,0.4081,-0.6513,-1.1228,0.7880,-0.5259,-0.3313,-4.3319
1772536809928242424,left,0.869730,0.004589,-0.7188,-1.1254,0.4419,-0.4948,-0.3537,0.3966,-0.7302,-1.0187,0.6714,-0.6214,-0.3476,-4.3415
1772536809930039354,right,1.871299,0.003283,0.6836,-0.9106,0.1565,0.2355,0.2877,-0.5631,0.6856,-1.0585,-0.1848,0.4317,0.2848,-11.1006
1772536809931753343,left,0.792022,0.000034,-0.6575,-1.1208,0.7695,-0.5278,-0.3460,0.3989,-0.6565,-1.1208,0.7688,-0.5260,-0.3460,-4.3497
1772536809933672808,right,2.047514,0.003615,0.6958,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.6903,-1.1536,-0.1545,0.4286,0.2622,-11.1108
1772536809943393472,left,0.870520,0.004320,-0.7234,-1.1208,0.4296,-0.4994,-0.3506,0.3997,-0.7338,-1.0176,0.6500,-0.6229,-0.3427,-4.3581
1772536809945115906,right,1.873041,0.003699,0.6836,-0.9106,0.1580,0.2355,0.2877,-0.5631,0.6821,-1.0761,-0.1837,0.4119,0.2886,-11.1155
1772536809946809103,left,0.796469,0.000301,-0.6621,-1.1193,0.7633,-0.5263,-0.3491,0.3974,-0.6635,-1.1228,0.7596,-0.5275,-0.3499,-4.3706
1772536809984377691,left,0.874035,0.003741,-0.7250,-1.1086,0.3928,-0.5086,-0.3414,0.4104,-0.7244,-1.0097,0.6168,-0.6305,-0.3423,-4.3876
1772536809986073615,right,1.873627,0.003570,0.6805,-0.9122,0.1626,0.2355,0.2877,-0.5631,0.6810,-1.0779,-0.1817,0.4141,0.2875,-11.1155
1772536809987814060,left,0.803911,0.000700,-0.6866,-1.1193,0.7388,-0.5278,-0.3537,0.3974,-0.6916,-1.1269,0.7297,-0.5266,-0.3522,-4.4019
1772536810026112401,left,0.881847,0.003405,-0.7296,-1.0794,0.3514,-0.5209,-0.3399,0.4534,-0.7287,-0.9925,0.5615,-0.6448,-0.3412,-4.4144
1772536810027913921,right,1.874382,0.003461,0.6790,-0.9137,0.1657,0.2355,0.2877,-0.5631,0.6801,-1.0793,-0.1802,0.4157,0.2868,-11.1156
1772536810029394923,left,0.811003,0.001628,-0.7035,-1.1193,0.7173,-0.5278,-0.3537,0.3974,-0.7018,-1.1363,0.6973,-0.5249,-0.3548,-4.4259
1772536810067823773,left,0.896600,0.003722,-0.7480,-1.0441,0.3023,-0.5455,-0.3337,0.5117,-0.7476,-0.9347,0.5132,-0.6458,-0.3363,-4.4442
1772536810069508656,right,1.875826,0.003348,0.6774,-0.9152,0.1718,0.2355,0.2877,-0.5631,0.6793,-1.0818,-0.1777,0.4182,0.2862,-11.1158
1772536810071303075,left,0.820629,0.000903,-0.7112,-1.1193,0.6943,-0.5278,-0.3537,0.3989,-0.7049,-1.1273,0.6692,-0.5109,-0.3591,-4.4631
1772536810073227473,right,2.045185,0.001209,0.6928,-0.8700,0.5155,0.0368,0.2601,-0.1803,0.6930,-1.1774,-0.1519,0.3969,0.2603,-11.1161
1772536810083419985,left,0.898481,0.002261,-0.7572,-1.0319,0.2854,-0.5501,-0.3307,0.5301,-0.7573,-0.9507,0.4760,-0.6594,-0.3313,-4.4789
1772536810085081742,right,1.877423,0.003900,0.6774,-0.9152,0.1734,0.2355,0.2877,-0.5631,0.6810,-1.0855,-0.1733,0.4116,0.2846,-11.1280
1772536810086784871,left,0.829187,0.001074,-0.7127,-1.1162,0.6851,-0.5278,-0.3537,0.3989,-0.7106,-1.1362,0.6461,-0.5087,-0.3549,-4.4949
1772536810088737056,right,2.049967,0.001194,0.6912,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.6854,-1.1674,-0.1521,0.4053,0.2646,-11.1346
1772536810103494347,left,0.903745,0.001883,-0.7695,-1.0165,0.2654,-0.5501,-0.3291,0.5347,-0.7684,-0.9293,0.4516,-0.6490,-0.3307,-4.5129
1772536810105282498,right,1.881611,0.003497,0.6759,-0.9168,0.1749,0.2355,0.2877,-0.5631,0.6907,-1.0797,-0.1682,0.4142,0.2756,-11.1411
1772536810106848838,left,0.843699,0.002464,-0.7219,-1.0994,0.6682,-0.5324,-0.3537,0.4097,-0.7151,-1.1117,0.6155,-0.4897,-0.3595,-4.5322
1772536810108690201,right,2.049463,0.000876,0.6897,-0.8700,0.5171,0.0353,0.2601,-0.1803,0.6860,-1.1725,-0.1460,0.3954,0.2637,-11.1441
1772536810123550494,left,0.906559,0.001744,-0.7802,-1.0058,0.2486,-0.5501,-0.3291,0.5347,-0.7778,-0.9222,0.4231,-0.6410,-0.3322,-4.5502
1772536810125116908,right,1.880417,0.003441,0.6759,-0.9168,0.1765,0.2371,0.2877,-0.5631,0.6787,-1.0823,-0.1657,0.4132,0.2853,-11.1564
1772536810127016650,left,0.857549,0.002635,-0.7327,-1.0794,0.6467,-0.5401,-0.3537,0.4281,-0.7308,-1.0997,0.5767,-0.4890,-0.3569,-4.5707
1772536810165173344,left,0.909972,0.001262,-0.8032,-0.9812,0.2194,-0.5485,-0.3307,0.5347,-0.8022,-0.9034,0.3857,-0.6376,-0.3326,-4.5891
1772536810166761180,right,1.881154,0.003530,0.6743,-0.9168,0.1795,0.2386,0.2877,-0.5631,0.6779,-1.0837,-0.1641,0.4151,0.2847,-11.1565
1772536810168377251,left,0.868116,0.001357,-0.7465,-1.0349,0.5915,-0.5524,-0.3475,0.4695,-0.7520,-1.0608,0.5286,-0.5129,-0.3430,-4.6009
1772536810208333095,left,0.914060,0.001358,-0.8232,-0.9551,0.1933,-0.5409,-0.3322,0.5347,-0.8214,-0.8849,0.3591,-0.6357,-0.3317,-4.6166
1772536810210181134,right,1.881760,0.003429,0.6713,-0.9183,0.1811,0.2386,0.2877,-0.5631,0.6758,-1.0846,-0.1630,0.4165,0.2834,-11.1567
1772536810211687395,left,0.872262,0.001448,-0.7572,-1.0196,0.5547,-0.5570,-0.3414,0.4987,-0.7571,-1.0491,0.5012,-0.5323,-0.3410,-4.6267
1772536810213788514,right,2.052640,0.001249,0.6805,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.6827,-1.1748,-0.1471,0.3948,0.2604,-11.1666
1772536810223933122,left,0.916109,0.000961,-0.8278,-0.9490,0.1887,-0.5363,-0.3322,0.5347,-0.8279,-0.8725,0.3519,-0.6218,-0.3324,-4.6364
1772536810225850025,right,1.885306,0.003721,0.6697,-0.9183,0.1811,0.2386,0.2877,-0.5631,0.6736,-1.0878,-0.1643,0.4132,0.2846,-11.1786
1772536810227609602,left,0.883246,0.002533,-0.7649,-1.0134,0.5485,-0.5570,-0.3399,0.5063,-0.7706,-1.0333,0.4813,-0.5134,-0.3336,-4.6505
1772536810229833341,right,2.058307,0.002313,0.6805,-0.8700,0.5155,0.0368,0.2601,-0.1803,0.6870,-1.1584,-0.1475,0.4138,0.2578,-11.1930
1772536810243182455,left,0.919276,0.001216,-0.8370,-0.9321,0.1765,-0.5363,-0.3322,0.5347,-0.8300,-0.8632,0.3288,-0.6243,-0.3318,-4.6642
1772536810245102855,right,1.888310,0.002697,0.6682,-0.9198,0.1826,0.2386,0.2877,-0.5631,0.6691,-1.0777,-0.1643,0.4285,0.2880,-11.1971
1772536810246915818,left,0.889727,0.001497,-0.7772,-1.0027,0.5347,-0.5570,-0.3399,0.5125,-0.7825,-1.0290,0.4658,-0.5108,-0.3366,-4.6760
1772536810248976893,right,2.061393,0.001370,0.6790,-0.8700,0.5155,0.0368,0.2601,-0.1803,0.6820,-1.1629,-0.1487,0.4141,0.2589,-11.2100
1772536810263388546,left,0.919739,0.000763,-0.8508,-0.9183,0.1672,-0.5363,-0.3322,0.5347,-0.8536,-0.8498,0.3141,-0.6141,-0.3329,-4.6871
1772536810265233690,right,1.893057,0.002768,0.6667,-0.9198,0.1826,0.2386,0.2877,-0.5631,0.6719,-1.0774,-0.1656,0.4300,0.2839,-11.2152
1772536810266948901,left,0.895794,0.002782,-0.7940,-0.9874,0.5148,-0.5570,-0.3383,0.5171,-0.7994,-1.0092,0.4402,-0.5083,-0.3325,-4.7014
1772536810268825187,right,2.065738,0.002411,0.6790,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.6757,-1.1609,-0.1537,0.4135,0.2631,-11.2301
1772536810283521688,left,0.920001,0.000417,-0.8661,-0.9076,0.1596,-0.5363,-0.3322,0.5347,-0.8653,-0.8438,0.2977,-0.6080,-0.3324,-4.7106
1772536810285035592,right,1.896660,0.002770,0.6651,-0.9198,0.1826,0.2386,0.2877,-0.5631,0.6644,-1.0800,-0.1711,0.4307,0.2879,-11.2362
1772536810286601560,left,0.901415,0.002138,-0.8078,-0.9613,0.4918,-0.5570,-0.3353,0.5232,-0.8079,-0.9891,0.4114,-0.5086,-0.3326,-4.7259
1772536810288565360,right,2.069719,0.000784,0.6774,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.6775,-1.1692,-0.1558,0.4126,0.2603,-11.2504
1772536810303137264,left,0.920962,0.001194,-0.8815,-0.8999,0.1534,-0.5363,-0.3322,0.5347,-0.8808,-0.8469,0.2807,-0.6044,-0.3330,-4.7412
1772536810305220462,right,1.900790,0.003156,0.6636,-0.9183,0.1826,0.2386,0.2877,-0.5631,0.6673,-1.0850,-0.1697,0.4243,0.2849,-11.2568
1772536810306773773,left,0.907438,0.001531,-0.8216,-0.9352,0.4580,-0.5570,-0.3337,0.5247,-0.8193,-0.9661,0.3780,-0.5115,-0.3380,-4.7567
1772536810308665435,right,2.071887,0.000574,0.6759,-0.8700,0.5155,0.0368,0.2601,-0.1803,0.6761,-1.1738,-0.1542,0.4063,0.2612,-11.2673
1772536810323534973,left,0.922535,0.000269,-0.8953,-0.8968,0.1473,-0.5378,-0.3337,0.5347,-0.8943,-0.8426,0.2662,-0.6015,-0.3340,-4.7623
1772536810325262404,right,1.904816,0.003268,0.6621,-0.9198,0.1826,0.2386,0.2877,-0.5631,0.6730,-1.0852,-0.1672,0.4223,0.2800,-11.2746
1772536810326839591,left,0.909967,0.002945,-0.8401,-0.9183,0.4335,-0.5554,-0.3337,0.5263,-0.8379,-0.9394,0.3561,-0.5003,-0.3357,-4.7757
1772536810328742108,right,2.074130,0.001253,0.6743,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.6757,-1.1776,-0.1524,0.3972,0.2612,-11.2851
1772536810343462295,left,0.924768,0.001415,-0.9060,-0.8938,0.1442,-0.5363,-0.3337,0.5347,-0.9147,-0.8439,0.2498,-0.5962,-0.3357,-4.7878
1772536810345264868,right,1.906161,0.003298,0.6590,-0.9198,0.1826,0.2386,0.2877,-0.5631,0.6637,-1.0865,-0.1653,0.4196,0.2838,-11.2960
1772536810346900069,left,0.917488,0.001795,-0.8554,-0.9060,0.4181,-0.5570,-0.3322,0.5263,-0.8517,-0.9390,0.3303,-0.5067,-0.3337,-4.8023
1772536810384523539,left,0.924913,0.000734,-0.9244,-0.8646,0.1274,-0.5363,-0.3383,0.5347,-0.9287,-0.8260,0.2191,-0.5972,-0.3433,-4.8142
1772536810386126259,right,1.906491,0.003226,0.6559,-0.9214,0.1826,0.2386,0.2877,-0.5631,0.6611,-1.0870,-0.1648,0.4204,0.2818,-11.2963
1772536810387835661,left,0.925413,0.002739,-0.8753,-0.8938,0.4089,-0.5570,-0.3368,0.5263,-0.8733,-0.9253,0.3111,-0.4921,-0.3387,-4.8280
1772536810389760656,right,2.076511,0.000804,0.6697,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.6640,-1.1725,-0.1497,0.3962,0.2640,-11.3010
1772536810403161655,left,0.924978,0.000688,-0.9306,-0.8554,0.1197,-0.5363,-0.3414,0.5347,-0.9349,-0.8193,0.2010,-0.5881,-0.3440,-4.8390
1772536810405039417,right,1.903980,0.002736,0.6544,-0.9214,0.1826,0.2386,0.2877,-0.5631,0.6521,-1.0798,-0.1564,0.4190,0.2895,-11.3051
1772536810406587244,left,0.932376,0.001620,-0.8846,-0.8907,0.4074,-0.5570,-0.3368,0.5263,-0.8870,-0.9454,0.3003,-0.5045,-0.3376,-4.8505
1772536810408415365,right,2.077392,0.000731,0.6682,-0.8700,0.5155,0.0353,0.2601,-0.1803,0.6649,-1.1672,-0.1452,0.4009,0.2620,-11.3159
1772536810423241384,left,0.926676,0.001546,-0.9398,-0.8431,0.1105,-0.5363,-0.3445,0.5347,-0.9462,-0.8037,0.1864,-0.5764,-0.3434,-4.8624
1772536810424812213,right,1.905936,0.003375,0.6529,-0.9229,0.1826,0.2386,0.2877,-0.5631,0.6520,-1.0872,-0.1559,0.4129,0.2880,-11.3205
1772536810426498305,left,0.938756,0.001565,-0.8953,-0.8830,0.4012,-0.5570,-0.3368,0.5263,-0.8970,-0.9401,0.2872,-0.4984,-0.3358,-4.8740
1772536810464395354,left,0.927445,0.001176,-0.9459,-0.8170,0.0936,-0.5347,-0.3460,0.5363,-0.9451,-0.7889,0.1655,-0.5720,-0.3471,-4.8892
1772536810466126274,right,1.905944,0.003269,0.6498,-0.9244,0.1826,0.2386,0.2877,-0.5631,0.6501,-1.0877,-0.1554,0.4135,0.2862,-11.3207
1772536810469729600,left,0.944469,0.001003,-0.9122,-0.8615,0.3798,-0.5570,-0.3337,0.5263,-0.9122,-0.9143,0.2590,-0.4913,-0.3352,-4.8998
1772536810471563447,right,2.078373,0.000899,0.6636,-0.8700,0.5171,0.0353,0.2601,-0.1803,0.6579,-1.1682,-0.1405,0.3948,0.2641,-11.3255
